d_bias_x1e3_mean,d_bias_x1e3_std,d_mae_x1e3_mean,d_mae_x1e3_std,d_rmse_x1e3_mean,d_rmse_x1e3_std,k_bias_mean,k_bias_std,k_mae_mean,k_mae_std,k_rmse_mean,k_rmse_std,method,n
-0.18365421293613812,0.13015124816132884,0.27116911423703033,0.13038370278844022,0.3689473196864128,0.15818818477124824,-0.6277676671743393,0.01896474857864851,0.6277676671743393,0.01896474857864851,0.65695920586586,0.016329352962088546,mono_adc_as_d,12
0.16086285219838223,0.09528201955884621,0.36237724746267,0.14431048768124055,0.47701673582196236,0.1670984593063566,-0.31968553612629574,0.13932030027607775,0.404646431406339,0.075821160115124,0.4881281554698944,0.05681133107132786,poly_dki_fit,12
0.0374983588893277,0.08198482143992727,0.15936789599557719,0.05300755417578977,0.1946011258599659,0.06264746449250919,-0.34396407489354414,0.1637367791473599,0.3573165691147248,0.14854757129996654,0.39005070210744935,0.14828826541533072,pinn_log_no_gt,48
0.04795143260465314,0.08924402708081909,0.16468589496798813,0.05593244630955367,0.2000162077601999,0.06442572572758778,-0.3365697576664388,0.16720558525340548,0.35057796724140644,0.1519993086689086,0.382493301294744,0.1519346688359296,pinn_log_rician_no_gt,48
-0.0033191359677099777,0.05169258201937014,0.1165630891143034,0.05383837620796896,0.1480234880776455,0.06987917691950002,-0.001283389590147029,0.018480858942335983,0.07399198963927726,0.013804747961773748,0.09288369755571087,0.016963584082797845,supervised_mlp,48
