train_sigma,seed,method,epoch,train_loss,val_loss
train_sigma_0.01,seed514,cnn_supervised,9,0.013407439055542151,0.0130956145003438
train_sigma_0.01,seed514,cnn_supervised,10,0.01327078261723121,0.013214381411671638
train_sigma_0.01,seed514,cnn_supervised,11,0.012976288857559363,0.012712591327726841
train_sigma_0.01,seed514,cnn_supervised,12,0.012745213694870472,0.012615751475095749
train_sigma_0.01,seed514,cnn_supervised,13,0.012616499327123165,0.012495358474552631
train_sigma_0.01,seed514,cnn_supervised,14,0.012467754694322744,0.012299606576561928
train_sigma_0.01,seed514,cnn_supervised,15,0.012281299941241742,0.012136049568653107
train_sigma_0.01,seed514,cnn_supervised,16,0.012160982936620712,0.012037607841193676
train_sigma_0.01,seed514,cnn_supervised,17,0.012039646630485852,0.01194287184625864
train_sigma_0.01,seed514,cnn_supervised,18,0.011932397012909253,0.011828695423901081
train_sigma_0.01,seed514,cnn_supervised,19,0.011839631013572216,0.011713876388967037
train_sigma_0.01,seed514,cnn_supervised,20,0.011733343390127023,0.01169652957469225
train_sigma_0.01,seed514,cnn_supervised,21,0.011608507918814818,0.011517146602272987
train_sigma_0.01,seed514,cnn_supervised,22,0.0115219176436464,0.011435771360993385
train_sigma_0.01,seed514,cnn_supervised,23,0.011391674603025119,0.011367809027433395
train_sigma_0.01,seed514,cnn_supervised,24,0.011352966415385406,0.011322021484375
train_sigma_0.01,seed514,cnn_supervised,25,0.011335527834792932,0.011303933337330818
train_sigma_0.01,seed514,cnn_supervised,26,0.011286206419269244,0.011213299818336964
train_sigma_0.01,seed514,cnn_supervised,27,0.01122537838915984,0.01118376199156046
train_sigma_0.01,seed514,cnn_supervised,28,0.01115679865082105,0.01111372746527195
train_sigma_0.01,seed514,cnn_supervised,29,0.01109571885317564,0.011052219197154045
train_sigma_0.01,seed514,cnn_supervised,30,0.011007238179445267,0.010983970947563648
train_sigma_0.01,seed514,cnn_supervised,31,0.010976398612062137,0.010923671536147594
train_sigma_0.01,seed514,cnn_supervised,32,0.010934597502152124,0.010851498693227768
train_sigma_0.01,seed514,cnn_supervised,33,0.010832784945766132,0.010775641538202763
train_sigma_0.01,seed514,cnn_supervised,34,0.010810932579139869,0.010756159201264381
train_sigma_0.01,seed514,cnn_supervised,35,0.010730477919181188,0.010708997026085854
train_sigma_0.01,seed514,cnn_supervised,36,0.010753606011470159,0.010675057768821716
train_sigma_0.01,seed514,cnn_supervised,37,0.010695302051802476,0.010654430836439133
train_sigma_0.01,seed514,cnn_supervised,38,0.01064580362290144,0.010625838302075863
train_sigma_0.01,seed514,cnn_supervised,39,0.010667024304469426,0.01059156283736229
train_sigma_0.01,seed514,cnn_supervised,40,0.010630662366747857,0.01061332505196333
train_sigma_0.01,seed514,cnn_supervised,41,0.010609420575201511,0.010588868521153927
train_sigma_0.01,seed514,cnn_supervised,42,0.010562526062130928,0.010516253300011158
train_sigma_0.01,seed514,cnn_supervised,43,0.010585636148850124,0.010557151399552822
train_sigma_0.01,seed514,cnn_supervised,44,0.01055535301566124,0.010485637933015823
train_sigma_0.01,seed514,cnn_supervised,45,0.010537901644905407,0.010629839263856411
train_sigma_0.01,seed514,cnn_supervised,46,0.01059787602474292,0.01053721271455288
train_sigma_0.01,seed514,cnn_supervised,47,0.010534383977452913,0.010459386743605137
train_sigma_0.01,seed514,cnn_supervised,48,0.010495316485563915,0.010506650432944298
train_sigma_0.01,seed514,cnn_supervised,49,0.0105330020810167,0.010418407618999481
train_sigma_0.01,seed514,cnn_supervised,50,0.010503222793340683,0.010424458421766758
train_sigma_0.01,seed514,pinn_log,1,0.7436979204765081,0.4843226969242096
train_sigma_0.01,seed514,pinn_log,2,0.5978972800132337,0.5821970701217651
train_sigma_0.01,seed514,pinn_log,3,0.5267824063700194,0.4720955193042755
train_sigma_0.01,seed514,pinn_log,4,0.48637493523512854,0.43073996901512146
train_sigma_0.01,seed514,pinn_log,5,0.43894303339403634,0.3793635070323944
train_sigma_0.01,seed514,pinn_log,6,0.35239182457451207,0.2935674786567688
train_sigma_0.01,seed514,pinn_log,7,0.1954906332845169,0.19587767124176025
train_sigma_0.01,seed514,pinn_log,8,0.14037923423322024,0.19698026776313782
train_sigma_0.01,seed514,pinn_log,9,0.13286809496752783,0.19042634963989258
train_sigma_0.01,seed514,pinn_log,10,0.12911369048621843,0.18862998485565186
train_sigma_0.01,seed514,pinn_log,11,0.12602361316898628,0.18597137928009033
train_sigma_0.01,seed514,pinn_log,12,0.12344552184415908,0.18287432193756104
train_sigma_0.01,seed514,pinn_log,13,0.12085818323772521,0.18051777780056
train_sigma_0.01,seed514,pinn_log,14,0.11826103959390447,0.17827925086021423
train_sigma_0.01,seed514,pinn_log,15,0.11565885611372236,0.17452746629714966
train_sigma_0.01,seed514,pinn_log,16,0.11303570096324843,0.17226660251617432
train_sigma_0.01,seed514,pinn_log,17,0.11045381711625397,0.1662708818912506
train_sigma_0.01,seed514,pinn_log,18,0.10803236360555524,0.16570398211479187
train_sigma_0.01,seed514,pinn_log,19,0.10583990525396117,0.1616385281085968
train_sigma_0.01,seed514,pinn_log,20,0.10408956534432867,0.15880680084228516
train_sigma_0.01,seed514,pinn_log,21,0.10267639370142831,0.15688404440879822
train_sigma_0.01,seed514,pinn_log,22,0.1016586291016512,0.15558011829853058
train_sigma_0.01,seed514,pinn_log,23,0.10093318749351039,0.15483033657073975
train_sigma_0.01,seed514,pinn_log,24,0.10041872868898917,0.15402154624462128
train_sigma_0.01,seed514,pinn_log,25,0.10001447410011087,0.15380632877349854
train_sigma_0.01,seed514,pinn_log,26,0.09968905816801202,0.15282925963401794
train_sigma_0.01,seed514,pinn_log,27,0.0994369088888261,0.15120819211006165
train_sigma_0.01,seed514,pinn_log,28,0.09919434368303404,0.15059137344360352
train_sigma_0.01,seed514,pinn_log,29,0.09898440983729732,0.15199777483940125
train_sigma_0.01,seed514,pinn_log,30,0.09875661223956521,0.1525612473487854
train_sigma_0.01,seed514,pinn_log,31,0.09853049616174536,0.1526484489440918
train_sigma_0.01,seed514,pinn_log,32,0.09829500245565521,0.1524440348148346
train_sigma_0.01,seed514,pinn_log,33,0.09805644407616802,0.15178152918815613
train_sigma_0.01,seed514,pinn_log,34,0.09782752456320905,0.15077434480190277
train_sigma_0.01,seed514,pinn_log,35,0.09763880926338056,0.14997795224189758
train_sigma_0.01,seed514,pinn_log,36,0.09732965637816682,0.15035608410835266
train_sigma_0.01,seed514,pinn_log,37,0.09708453305567616,0.14939284324645996
train_sigma_0.01,seed514,pinn_log,38,0.09678418198716882,0.1504523903131485
train_sigma_0.01,seed514,pinn_log,39,0.09650362947508034,0.15025374293327332
train_sigma_0.01,seed514,pinn_log,40,0.09622430379177718,0.15073660016059875
train_sigma_0.01,seed514,pinn_log,41,0.09592616399992158,0.1495547592639923
train_sigma_0.01,seed514,pinn_log,42,0.09563933689931392,0.1485704779624939
train_sigma_0.01,seed514,pinn_log,43,0.09533231989008953,0.15018317103385925
train_sigma_0.01,seed514,pinn_log,44,0.09496764242147405,0.14843447506427765
train_sigma_0.01,seed514,pinn_log,45,0.09463701504498595,0.14863088726997375
train_sigma_0.01,seed514,pinn_log,46,0.09426669666239815,0.14796993136405945
train_sigma_0.01,seed514,pinn_log,47,0.0939173422934998,0.14702108502388
train_sigma_0.01,seed514,pinn_log,48,0.09354913646698179,0.14745940268039703
train_sigma_0.01,seed514,pinn_log,49,0.09319084670564923,0.14768800139427185
train_sigma_0.01,seed514,pinn_log,50,0.0928368252967497,0.14617162942886353
train_sigma_0.01,seed514,pinn_log_predict_s0,1,0.6770812425379532,0.47807836532592773
train_sigma_0.01,seed514,pinn_log_predict_s0,2,0.5560007300332914,0.4331480860710144
train_sigma_0.01,seed514,pinn_log_predict_s0,3,0.47718197201748963,0.4082746207714081
train_sigma_0.01,seed514,pinn_log_predict_s0,4,0.38099059320560347,0.3557076156139374
train_sigma_0.01,seed514,pinn_log_predict_s0,5,0.21394159551572178,0.22737109661102295
train_sigma_0.01,seed514,pinn_log_predict_s0,6,0.14958831708394874,0.2543478310108185
train_sigma_0.01,seed514,pinn_log_predict_s0,7,0.1392255942723389,0.2329217791557312
train_sigma_0.01,seed514,pinn_log_predict_s0,8,0.13458850742326023,0.23299822211265564
train_sigma_0.01,seed514,pinn_log_predict_s0,9,0.1306973492883954,0.22697846591472626
train_sigma_0.01,seed514,pinn_log_predict_s0,10,0.12749928131851557,0.22391878068447113
train_sigma_0.01,seed514,pinn_log_predict_s0,11,0.12455960638017516,0.21967872977256775
train_sigma_0.01,seed514,pinn_log_predict_s0,12,0.12167824729936597,0.21419796347618103
train_sigma_0.01,seed514,pinn_log_predict_s0,13,0.11908175070165067,0.2085290551185608
train_sigma_0.01,seed514,pinn_log_predict_s0,14,0.11646796807035657,0.20418933033943176
train_sigma_0.01,seed514,pinn_log_predict_s0,15,0.1140234779089471,0.1978684961795807
train_sigma_0.01,seed514,pinn_log_predict_s0,16,0.11169784412444145,0.1913083791732788
train_sigma_0.01,seed514,pinn_log_predict_s0,17,0.10964042785264733,0.18470078706741333
train_sigma_0.01,seed514,pinn_log_predict_s0,18,0.10758467567723826,0.18033047020435333
train_sigma_0.01,seed514,pinn_log_predict_s0,19,0.10569761069704763,0.17465424537658691
train_sigma_0.01,seed514,pinn_log_predict_s0,20,0.10413503984987676,0.16994516551494598
train_sigma_0.01,seed514,pinn_log_predict_s0,21,0.1028908532286088,0.16593562066555023
train_sigma_0.01,seed514,pinn_log_predict_s0,22,0.10208496823885113,0.1614931970834732
train_sigma_0.01,seed514,pinn_log_predict_s0,23,0.10120567714808588,0.16157686710357666
train_sigma_0.01,seed514,pinn_log_predict_s0,24,0.1006222625378409,0.16301895678043365
train_sigma_0.01,seed514,pinn_log_predict_s0,25,0.10013248360256949,0.16241127252578735
train_sigma_0.01,seed514,pinn_log_predict_s0,26,0.09973198688250182,0.15915372967720032
train_sigma_0.01,seed514,pinn_log_predict_s0,27,0.09937167228306171,0.16123530268669128
train_sigma_0.01,seed514,pinn_log_predict_s0,28,0.09900741906912705,0.16124677658081055
train_sigma_0.01,seed514,pinn_log_predict_s0,29,0.09866355007543409,0.16227249801158905
train_sigma_0.01,seed514,pinn_log_predict_s0,30,0.09832348140348113,0.16212651133537292
train_sigma_0.01,seed514,pinn_log_predict_s0,31,0.09800825861403933,0.16240406036376953
train_sigma_0.01,seed514,pinn_log_predict_s0,32,0.09774599868330584,0.16359536349773407
train_sigma_0.01,seed514,pinn_log_predict_s0,33,0.09748690835975655,0.16376596689224243
train_sigma_0.01,seed514,pinn_log_predict_s0,34,0.09718611963314179,0.16412852704524994
train_sigma_0.01,seed514,pinn_log_predict_s0,35,0.09688488484901855,0.16404372453689575
train_sigma_0.01,seed514,pinn_log_predict_s0,36,0.09659971801702384,0.16416698694229126
train_sigma_0.01,seed514,pinn_log_predict_s0,37,0.09633043667520674,0.16390982270240784
train_sigma_0.01,seed514,pinn_log_predict_s0,38,0.09605718063010839,0.16426648199558258
train_sigma_0.01,seed514,pinn_log_predict_s0,39,0.0958188579686348,0.16417296230793
train_sigma_0.01,seed514,pinn_log_predict_s0,40,0.09552998086395803,0.1670869141817093
train_sigma_0.01,seed514,pinn_log_predict_s0,41,0.09526933191060426,0.16520945727825165
train_sigma_0.01,seed514,pinn_log_predict_s0,42,0.09505221481909186,0.1641562134027481
train_sigma_0.01,seed514,pinn_log_predict_s0,43,0.09470341557499504,0.16719183325767517
train_sigma_0.01,seed514,pinn_log_predict_s0,44,0.09441907794656774,0.16704809665679932
train_sigma_0.01,seed514,pinn_log_predict_s0,45,0.0940951632472357,0.16501711308956146
train_sigma_0.01,seed514,pinn_log_predict_s0,46,0.09385639774549183,0.16764989495277405
train_sigma_0.01,seed514,pinn_log_predict_s0,47,0.09351666531205495,0.167588472366333
train_sigma_0.01,seed514,pinn_log_predict_s0,48,0.09317202902084548,0.167415589094162
train_sigma_0.01,seed514,pinn_log_predict_s0,49,0.09282778201564111,0.1683357059955597
train_sigma_0.01,seed514,pinn_log_predict_s0,50,0.09250493710909082,0.16824640333652496
train_sigma_0.01,seed514,pinn_log_rician,1,0.7398259911170848,0.4829837679862976
train_sigma_0.01,seed514,pinn_log_rician,2,0.5861578639177655,0.5562418699264526
train_sigma_0.01,seed514,pinn_log_rician,3,0.5254701156017212,0.45950940251350403
train_sigma_0.01,seed514,pinn_log_rician,4,0.49210801179385744,0.430698037147522
train_sigma_0.01,seed514,pinn_log_rician,5,0.44622793287897994,0.3717872202396393
train_sigma_0.01,seed514,pinn_log_rician,6,0.35423115536118793,0.27174776792526245
train_sigma_0.01,seed514,pinn_log_rician,7,0.1961948675560756,0.18796752393245697
train_sigma_0.01,seed514,pinn_log_rician,8,0.1613701164376874,0.18930083513259888
train_sigma_0.01,seed514,pinn_log_rician,9,0.1516359817781997,0.18358632922172546
train_sigma_0.01,seed514,pinn_log_rician,10,0.14882053678676463,0.18061408400535583
train_sigma_0.01,seed514,pinn_log_rician,11,0.1461432910097817,0.1785435974597931
train_sigma_0.01,seed514,pinn_log_rician,12,0.14388005195535453,0.17622622847557068
train_sigma_0.01,seed514,pinn_log_rician,13,0.14171459349410465,0.17385481297969818
train_sigma_0.01,seed514,pinn_log_rician,14,0.1396362306671284,0.17235971987247467
train_sigma_0.01,seed514,pinn_log_rician,15,0.13763696750171894,0.16889920830726624
train_sigma_0.01,seed514,pinn_log_rician,16,0.13571431862752056,0.16784952580928802
train_sigma_0.01,seed514,pinn_log_rician,17,0.13393684530073843,0.16516247391700745
train_sigma_0.01,seed514,pinn_log_rician,18,0.13234458105512908,0.1619669795036316
train_sigma_0.01,seed514,pinn_log_rician,19,0.13097352776959775,0.15952861309051514
train_sigma_0.01,seed514,pinn_log_rician,20,0.12982460811760216,0.15798012912273407
train_sigma_0.01,seed514,pinn_log_rician,21,0.12892821316024314,0.15613627433776855
train_sigma_0.01,seed514,pinn_log_rician,22,0.1282023694538472,0.15555864572525024
train_sigma_0.01,seed514,pinn_log_rician,23,0.1275975465486728,0.15529167652130127
train_sigma_0.01,seed514,pinn_log_rician,24,0.12713240099592799,0.15467527508735657
train_sigma_0.01,seed514,pinn_log_rician,25,0.1267558360112888,0.15521340072155
train_sigma_0.01,seed514,pinn_log_rician,26,0.12639489997455822,0.15370774269104004
train_sigma_0.01,seed514,pinn_log_rician,27,0.1261069233461449,0.1538386046886444
train_sigma_0.01,seed514,pinn_log_rician,28,0.1258413954607874,0.15344661474227905
train_sigma_0.01,seed514,pinn_log_rician,29,0.12559395380900815,0.15293946862220764
train_sigma_0.01,seed514,pinn_log_rician,30,0.12539445091447157,0.15349265933036804
train_sigma_0.01,seed514,pinn_log_rician,31,0.12514694084417557,0.15170451998710632
train_sigma_0.01,seed514,pinn_log_rician,32,0.1248976411797489,0.15163767337799072
train_sigma_0.01,seed514,pinn_log_rician,33,0.12467499433663039,0.15225979685783386
train_sigma_0.01,seed514,pinn_log_rician,34,0.12445622914081353,0.15117745101451874
train_sigma_0.01,seed514,pinn_log_rician,35,0.12425308251911872,0.1514883190393448
train_sigma_0.01,seed514,pinn_log_rician,36,0.12402344540600693,0.15169045329093933
train_sigma_0.01,seed514,pinn_log_rician,37,0.12381343015528748,0.15159058570861816
train_sigma_0.01,seed514,pinn_log_rician,38,0.12359828687595871,0.1526716649532318
train_sigma_0.01,seed514,pinn_log_rician,39,0.12339009765011545,0.1514928787946701
train_sigma_0.01,seed514,pinn_log_rician,40,0.12313409864013179,0.1517472118139267
train_sigma_0.01,seed514,pinn_log_rician,41,0.12292349376549043,0.14992842078208923
train_sigma_0.01,seed514,pinn_log_rician,42,0.12269733332875994,0.15139153599739075
train_sigma_0.01,seed514,pinn_log_rician,43,0.12245709274145945,0.14968925714492798
train_sigma_0.01,seed514,pinn_log_rician,44,0.12222649656304575,0.14993570744991302
train_sigma_0.01,seed514,pinn_log_rician,45,0.1220135432706037,0.1488286554813385
train_sigma_0.01,seed514,pinn_log_rician,46,0.12176934822131674,0.1522914320230484
train_sigma_0.01,seed514,pinn_log_rician,47,0.12151463678771708,0.14916545152664185
train_sigma_0.01,seed514,pinn_log_rician,48,0.12122332392290916,0.1489998698234558
train_sigma_0.01,seed514,pinn_log_rician,49,0.12097286055426403,0.15026439726352692
train_sigma_0.01,seed514,pinn_log_rician,50,0.12068975989699197,0.14853227138519287
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,1,0.7398834990230948,0.4717346131801605
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,2,0.5957455730585224,0.42938441038131714
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,3,0.5223122899316094,0.39952436089515686
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,4,0.4490652249805348,0.37654516100883484
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,5,0.3258751943728255,0.29206785559654236
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,6,0.18148578042689847,0.22159093618392944
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,7,0.16942649774292146,0.2553580403327942
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,8,0.16029779301147162,0.23781143128871918
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,9,0.15660513051467728,0.23743633925914764
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,10,0.15308430461216588,0.23318901658058167
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,11,0.14981331061472095,0.2272326946258545
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,12,0.14663489746542316,0.22279947996139526
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,13,0.1435584303453435,0.21635210514068604
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,14,0.1404846595328887,0.20851728320121765
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,15,0.1375238301971537,0.20206287503242493
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,16,0.13460182910045565,0.19333618879318237
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,17,0.13189442579916918,0.185065358877182
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,18,0.12934428936880765,0.1761907935142517
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,19,0.12730555193218157,0.16899003088474274
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,20,0.1258522880344705,0.16334444284439087
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,21,0.12499356088599527,0.16196241974830627
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,22,0.12460696266879942,0.16045039892196655
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,23,0.12416674280684879,0.15843048691749573
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,24,0.12389178404027039,0.1596311628818512
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,25,0.12354833727963091,0.15906000137329102
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,26,0.12327483570770507,0.159085214138031
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,27,0.12301931051737675,0.1594155728816986
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,28,0.12275772310251457,0.16047614812850952
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,29,0.12257519948848797,0.15832796692848206
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,30,0.12226898268816366,0.16030475497245789
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,31,0.12199853090496787,0.15990987420082092
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,32,0.12171667694762145,0.1598627269268036
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,33,0.12146648746977069,0.15915891528129578
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,34,0.12126068104987064,0.1594436913728714
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,35,0.12096675461620912,0.16198351979255676
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,36,0.12067570089614199,0.16198676824569702
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,37,0.12036465226212924,0.16207970678806305
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,38,0.12015875277660203,0.1603168398141861
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,39,0.11987970876231689,0.16216886043548584
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,40,0.11958151634889579,0.16251856088638306
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,41,0.11929330659186972,0.16080614924430847
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,42,0.11900413967110386,0.1659620702266693
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,43,0.11869317925093713,0.16454730927944183
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,44,0.118338918001286,0.16422288119792938
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,45,0.11805386435826425,0.16690975427627563
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,46,0.11776998031796951,0.1661568582057953
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,47,0.1174625829196431,0.1652916669845581
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,48,0.11720038125771183,0.16554959118366241
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,49,0.11693325423780201,0.16470128297805786
train_sigma_0.01,seed514,pinn_log_rician_predict_s0,50,0.11669676911004026,0.16502636671066284
train_sigma_0.01,seed514,semi_supervised,1,0.5801615903615807,0.411285400390625
train_sigma_0.01,seed514,semi_supervised,2,0.5022626605874234,0.3971443176269531
train_sigma_0.01,seed514,semi_supervised,3,0.447952158619204,0.3692861497402191
train_sigma_0.01,seed514,semi_supervised,4,0.3772581296410346,0.29434552788734436
train_sigma_0.01,seed514,semi_supervised,5,0.24924902383502265,0.193372443318367
train_sigma_0.01,seed514,semi_supervised,6,0.180057210974694,0.20155088603496552
train_sigma_0.01,seed514,semi_supervised,7,0.17507277232381088,0.18916009366512299
train_sigma_0.01,seed514,semi_supervised,8,0.16869690550908967,0.18509891629219055
train_sigma_0.01,seed514,semi_supervised,9,0.16416972825029513,0.18274421989917755
train_sigma_0.01,seed514,semi_supervised,10,0.15983952807485632,0.1768670380115509
train_sigma_0.01,seed514,semi_supervised,11,0.15553355647770842,0.17390359938144684
train_sigma_0.01,seed514,semi_supervised,12,0.1512137437327751,0.168690025806427
train_sigma_0.01,seed514,semi_supervised,13,0.14691965742580682,0.16489405930042267
train_sigma_0.01,seed514,semi_supervised,14,0.14272217280152485,0.16140522062778473
train_sigma_0.01,seed514,semi_supervised,15,0.13868588661964382,0.156111478805542
train_sigma_0.01,seed514,semi_supervised,16,0.13495817989641,0.15087325870990753
train_sigma_0.01,seed514,semi_supervised,17,0.13196619030846266,0.1485843062400818
train_sigma_0.01,seed514,semi_supervised,18,0.13002757154699585,0.1449446827173233
train_sigma_0.01,seed514,semi_supervised,19,0.12846296713598046,0.14375120401382446
train_sigma_0.01,seed514,semi_supervised,20,0.127469773092739,0.14323389530181885
train_sigma_0.01,seed514,semi_supervised,21,0.12678282371765598,0.14386457204818726
train_sigma_0.01,seed514,semi_supervised,22,0.1262690809904694,0.14181965589523315
train_sigma_0.01,seed514,semi_supervised,23,0.12591155295174208,0.1407850980758667
train_sigma_0.01,seed514,semi_supervised,24,0.12556162213404398,0.14032381772994995
train_sigma_0.01,seed514,semi_supervised,25,0.12523438365192766,0.14148376882076263
train_sigma_0.01,seed514,semi_supervised,26,0.12493256202635876,0.14051534235477448
train_sigma_0.01,seed514,semi_supervised,27,0.12467300932582634,0.14045016467571259
train_sigma_0.01,seed514,semi_supervised,28,0.12442947294955399,0.14009085297584534
train_sigma_0.01,seed514,semi_supervised,29,0.12418910661871334,0.13999724388122559
train_sigma_0.01,seed514,semi_supervised,30,0.12397340285166877,0.13915753364562988
train_sigma_0.01,seed514,semi_supervised,31,0.12375392441576669,0.13899075984954834
train_sigma_0.01,seed514,semi_supervised,32,0.12354271192621387,0.13874608278274536
train_sigma_0.01,seed514,semi_supervised,33,0.12332432298381463,0.1388850212097168
train_sigma_0.01,seed514,semi_supervised,34,0.12314134505068283,0.13831698894500732
train_sigma_0.01,seed514,semi_supervised,35,0.12293219075801821,0.13973626494407654
train_sigma_0.01,seed514,semi_supervised,36,0.12272279739173736,0.13809245824813843
train_sigma_0.01,seed514,semi_supervised,37,0.12251040774468344,0.1385522484779358
train_sigma_0.01,seed514,semi_supervised,38,0.12231588998144663,0.13769663870334625
train_sigma_0.01,seed514,semi_supervised,39,0.12211476648040977,0.13883528113365173
train_sigma_0.01,seed514,semi_supervised,40,0.12193666175698087,0.13739247620105743
train_sigma_0.01,seed514,semi_supervised,41,0.12171307335605241,0.13824622333049774
train_sigma_0.01,seed514,semi_supervised,42,0.12154548287543036,0.136693075299263
train_sigma_0.01,seed514,semi_supervised,43,0.12128409712548915,0.1372097134590149
train_sigma_0.01,seed514,semi_supervised,44,0.12109220056586127,0.13653644919395447
train_sigma_0.01,seed514,semi_supervised,45,0.12094214775857852,0.13523973524570465
train_sigma_0.01,seed514,semi_supervised,46,0.12064772725108273,0.13539108633995056
train_sigma_0.01,seed514,semi_supervised,47,0.12039821157023493,0.13829439878463745
train_sigma_0.01,seed514,semi_supervised,48,0.12015761742564482,0.13605652749538422
train_sigma_0.01,seed514,semi_supervised,49,0.11988395147587197,0.13495232164859772
train_sigma_0.01,seed514,semi_supervised,50,0.11964637086715467,0.1350535750389099
train_sigma_0.01,seed514,supervised,1,0.4909867711245282,0.44142746925354004
train_sigma_0.01,seed514,supervised,2,0.43302857282580914,0.391250342130661
train_sigma_0.01,seed514,supervised,3,0.37907904886972743,0.33610665798187256
train_sigma_0.01,seed514,supervised,4,0.31025032337368785,0.24485397338867188
train_sigma_0.01,seed514,supervised,5,0.18317744241792888,0.10630738735198975
train_sigma_0.01,seed514,supervised,6,0.11034063611453736,0.10291799902915955
train_sigma_0.01,seed514,supervised,7,0.10208523798008112,0.09007471054792404
train_sigma_0.01,seed514,supervised,8,0.09383816984936516,0.08488748967647552
train_sigma_0.01,seed514,supervised,9,0.08815141073580082,0.08019717037677765
train_sigma_0.01,seed514,supervised,10,0.08331108710075906,0.07584700733423233
train_sigma_0.01,seed514,supervised,11,0.07856364434919262,0.07162708789110184
train_sigma_0.01,seed514,supervised,12,0.07386363273096531,0.06757556647062302
train_sigma_0.01,seed514,supervised,13,0.06922266129774803,0.06340953707695007
train_sigma_0.01,seed514,supervised,14,0.06470205712604038,0.05971609801054001
train_sigma_0.01,seed514,supervised,15,0.06053081990490476,0.05619766190648079
train_sigma_0.01,seed514,supervised,16,0.05706105391675954,0.05396582931280136
train_sigma_0.01,seed514,supervised,17,0.05446473610798831,0.05179531127214432
train_sigma_0.01,seed514,supervised,18,0.052639532827382575,0.05057182535529137
train_sigma_0.01,seed514,supervised,19,0.05141299631613627,0.04973514378070831
train_sigma_0.01,seed514,supervised,20,0.05056014618642015,0.04912582412362099
train_sigma_0.01,seed514,supervised,21,0.05001034924227621,0.048849742859601974
train_sigma_0.01,seed514,supervised,22,0.049623151423325816,0.04854796454310417
train_sigma_0.01,seed514,supervised,23,0.04933058320474505,0.04814745485782623
train_sigma_0.01,seed514,supervised,24,0.049051709288958356,0.04798201844096184
train_sigma_0.01,seed514,supervised,25,0.04876454228856044,0.04768029600381851
train_sigma_0.01,seed514,supervised,26,0.04857999651125462,0.04747016727924347
train_sigma_0.01,seed514,supervised,27,0.04837737049700397,0.04733968526124954
train_sigma_0.01,seed514,supervised,28,0.04817044178363108,0.04743906110525131
train_sigma_0.01,seed514,supervised,29,0.04797886547376863,0.04693791642785072
train_sigma_0.01,seed514,supervised,30,0.047765076986727516,0.04684719815850258
train_sigma_0.01,seed514,supervised,31,0.04756832322587816,0.046560365706682205
train_sigma_0.01,seed514,supervised,32,0.04742818647211044,0.046593375504016876
train_sigma_0.01,seed514,supervised,33,0.04728401515313845,0.04626525193452835
